utc_iso,git_sha,device,gpu_name,torch_version,depth,fanout,num_leaves,chunk_len,tokens_per_path,dim,warmup,reps,tf_elapsed_s,tf_per_step_s,tf_peak_mib,gru_elapsed_s,gru_per_step_s,gru_peak_mib,m2_elapsed_s,m2_per_step_s,m2_peak_mib
2026-04-07T14:47:29Z,920579e,cuda,NVIDIA GeForce RTX 3090,2.11.0+cu126,3,2,8,4,16,128,2,8,0.030868,0.003859,22.32,0.010922,0.001365,23.75,0.142981,0.017873,1139.3
2026-04-07T14:47:32Z,920579e,cuda,NVIDIA GeForce RTX 3090,2.11.0+cu126,3,2,8,8,32,128,2,8,0.030455,0.003807,40.97,0.010047,0.001256,43.35,0.135731,0.016966,1158.31
2026-04-07T14:47:32Z,920579e,cuda,NVIDIA GeForce RTX 3090,2.11.0+cu126,4,2,16,4,20,128,2,8,0.034137,0.004267,59.33,0.009957,0.001245,60.99,0.261529,0.032691,2276.35
2026-04-07T14:47:33Z,920579e,cuda,NVIDIA GeForce RTX 3090,2.11.0+cu126,4,2,16,8,40,128,2,8,0.034527,0.004316,81.19,0.010176,0.001272,83.64,0.262789,0.032849,2248.23
2026-04-07T14:47:33Z,920579e,cuda,NVIDIA GeForce RTX 3090,2.11.0+cu126,5,2,32,4,24,128,2,8,0.034144,0.004268,51.36,0.01007,0.001259,53.05,0.514335,0.064292,4468.04
2026-04-07T14:47:34Z,920579e,cuda,NVIDIA GeForce RTX 3090,2.11.0+cu126,5,2,32,8,48,128,2,8,0.0339,0.004238,84.9,0.010148,0.001268,84.22,0.517584,0.064698,4500.13
2026-04-07T14:47:35Z,920579e,cuda,NVIDIA GeForce RTX 3090,2.11.0+cu126,6,2,64,4,28,128,2,8,0.035228,0.004404,106.22,0.010391,0.001299,105.93,1.024864,0.128108,8920.17
2026-04-07T14:47:36Z,920579e,cuda,NVIDIA GeForce RTX 3090,2.11.0+cu126,6,2,64,8,56,128,2,8,0.034961,0.00437,159.81,0.010329,0.001291,159.61,1.037446,0.129681,8968.02
