utc_iso,git_sha,device,gpu_name,torch_version,depth,fanout,num_leaves,chunk_len,tokens_per_path,dim,warmup,reps,tf_elapsed_s,tf_per_step_s,tf_peak_mib,gru_elapsed_s,gru_per_step_s,gru_peak_mib,m2_elapsed_s,m2_per_step_s,m2_peak_mib
2026-04-08T06:49:45Z,ab982d7,cuda,NVIDIA GeForce RTX 3090,2.11.0+cu126,3,2,8,4,16,128,2,8,0.03392,0.00424,22.32,0.011715,0.001464,23.75,0.094928,0.011866,51.31
2026-04-08T06:49:59Z,ab982d7,cuda,NVIDIA GeForce RTX 3090,2.11.0+cu126,3,2,8,8,32,128,2,8,0.032171,0.004021,40.97,0.010716,0.001339,43.35,0.092067,0.011508,69.93
2026-04-08T06:50:00Z,ab982d7,cuda,NVIDIA GeForce RTX 3090,2.11.0+cu126,4,2,16,4,20,128,2,8,0.032528,0.004066,59.33,0.010719,0.00134,60.74,0.096218,0.012027,99.97
2026-04-08T06:50:00Z,ab982d7,cuda,NVIDIA GeForce RTX 3090,2.11.0+cu126,4,2,16,8,40,128,2,8,0.032078,0.00401,81.19,0.01076,0.001345,83.32,0.091609,0.011451,89.02
2026-04-08T06:50:00Z,ab982d7,cuda,NVIDIA GeForce RTX 3090,2.11.0+cu126,5,2,32,4,24,128,2,8,0.03296,0.00412,67.79,0.010769,0.001346,69.48,0.096507,0.012063,117.22
2026-04-08T06:50:01Z,ab982d7,cuda,NVIDIA GeForce RTX 3090,2.11.0+cu126,5,2,32,8,48,128,2,8,0.033683,0.00421,101.46,0.011121,0.00139,100.65,0.10541,0.013176,131.66
2026-04-08T06:50:02Z,ab982d7,cuda,NVIDIA GeForce RTX 3090,2.11.0+cu126,6,2,64,4,28,128,2,8,0.034431,0.004304,106.97,0.010967,0.001371,105.93,0.090957,0.01137,169.12
2026-04-08T06:50:02Z,ab982d7,cuda,NVIDIA GeForce RTX 3090,2.11.0+cu126,6,2,64,8,56,128,2,8,0.033027,0.004128,158.06,0.01113,0.001391,157.86,0.092837,0.011605,216.8
