utc_iso,git_sha,device,gpu_name,torch_version,depth,fanout,num_leaves,chunk_len,tokens_per_path,dim,warmup,reps,tf_elapsed_s,tf_per_step_s,tf_peak_mib,gru_elapsed_s,gru_per_step_s,gru_peak_mib,m2_elapsed_s,m2_per_step_s,m2_peak_mib
2026-04-07T16:22:25Z,ab982d7,cuda,NVIDIA GeForce RTX 3090,2.11.0+cu126,3,2,8,4,16,128,2,8,0.031192,0.003899,22.32,0.010981,0.001373,23.75,0.092502,0.011563,51.31
2026-04-07T16:22:39Z,ab982d7,cuda,NVIDIA GeForce RTX 3090,2.11.0+cu126,3,2,8,8,32,128,2,8,0.031096,0.003887,40.97,0.010211,0.001276,43.35,0.090841,0.011355,69.93
2026-04-07T16:22:39Z,ab982d7,cuda,NVIDIA GeForce RTX 3090,2.11.0+cu126,4,2,16,4,20,128,2,8,0.029808,0.003726,59.33,0.010055,0.001257,60.74,0.095869,0.011984,99.97
2026-04-07T16:22:40Z,ab982d7,cuda,NVIDIA GeForce RTX 3090,2.11.0+cu126,4,2,16,8,40,128,2,8,0.030398,0.0038,81.19,0.010025,0.001253,83.32,0.109589,0.013699,121.88
2026-04-07T16:22:40Z,ab982d7,cuda,NVIDIA GeForce RTX 3090,2.11.0+cu126,5,2,32,4,24,128,2,8,0.029335,0.003667,100.64,0.010133,0.001267,102.33,0.097002,0.012125,117.22
2026-04-07T16:22:40Z,ab982d7,cuda,NVIDIA GeForce RTX 3090,2.11.0+cu126,5,2,32,8,48,128,2,8,0.029409,0.003676,101.46,0.010424,0.001303,100.65,0.087254,0.010907,148.09
2026-04-07T16:22:43Z,ab982d7,cuda,NVIDIA GeForce RTX 3090,2.11.0+cu126,6,2,64,4,28,128,2,8,0.040613,0.005077,123.39,0.012335,0.001542,122.36,0.088505,0.011063,185.55
2026-04-07T16:22:43Z,ab982d7,cuda,NVIDIA GeForce RTX 3090,2.11.0+cu126,6,2,64,8,56,128,2,8,0.029979,0.003747,158.06,0.010291,0.001286,157.86,0.104926,0.013116,216.8
